id,title,type,town,place_id,google_name,google_address,rating,review_count,match_basis
8731db07-330b-449b-bb0f-ed6c3f040101,新北市私立智盛幼兒園,私立,林口區,ChIJw8Yznd-mQjQRQaLxkeYR_4Q,智盛幼兒園,244台灣新北市林口區仁愛里文化一路一段120號林口國宅黃昏市場,1.8,5,Google 名稱含可辨識名稱
b4982ad9-ae8e-4528-8232-e922ee0eca31,新北市私立幼苗國際幼兒園,私立,三重區,ChIJrc0-w8KoQjQRWjdal2zkAEY,幼苗國際幼兒園,241台灣新北市三重區培德里中正北路165巷2號,4.7,220,Google 名稱含可辨識名稱
d3529bca-98d5-4761-9ff3-40ee3716d1dc,新北市私立景光幼兒園,私立,中和區,ChIJgRK58q8DaDQRxGmtrUg3Xc4,新北市私立景光幼兒園,23577台灣新北市中和區景南里景新街437巷10號,4.8,4,Google 名稱含可辨識名稱
148001c6-5150-43d5-8a64-5937a9dd2e3a,新北市私立維珍妮幼兒園,私立,五股區,ChIJ1WWa7lSvQjQRjLZdDTnmTrY,新北市私立維珍妮幼兒園,248台灣新北市五股區成州里西雲路288號,4.6,12,Google 名稱含可辨識名稱
4273705a-5297-4025-a88b-f133cf5f6bca,新北市私立吉尼爾幼兒園,私立,新莊區,ChIJpWF6tX2oQjQRK9mtnJEdnRU,邦仁國際文教機構吉尼爾幼兒園,242台灣新莊區中隆里中華路二段159號,4.4,19,Google 名稱含可辨識名稱
60ff647e-9f81-40a8-8f7e-9aa54cac7dc8,新北市私立學仕幼兒園,私立,三重區,ChIJZTGIFOKoQjQRHxq5IBmFuHA,新北市私立學仕幼兒園,241台灣新北市三重區重新路三段202號,3,6,Google 名稱含可辨識名稱
d1593649-cd42-4325-a826-900e719f0680,新北市私立南蒂亞幼兒園,私立,林口區,ChIJj1VoRjunQjQRhlKFIP8zHck,南蒂亞國際幼兒園｜林口雙語幼兒園｜芝麻街認證機構｜Nadia Kindergarten｜Sesame Street Linkou,244台灣新北市林口區南勢里三民路73號,4.9,58,Google 名稱含可辨識名稱
d61a1eba-cf26-4627-b11a-15bf04a64a57,新北市私立緹家寶幼兒園,私立,板橋區,ChIJmXB1YBKoQjQRtma6BXijfL0,緹家寶幼兒園,220台灣新北市板橋區吉翠里新海路416號,3.7,3,Google 名稱含可辨識名稱
00ac631e-b98e-428f-9d79-d10a4ed4ed9a,新北市私立嘉府幼兒園,私立,土城區,ChIJRxdwA8kCaDQRgQq9d-oWdQ0,嘉府幼兒園,236台灣新北市土城區學府里學府路一段155巷2號2樓,3,2,Google 名稱含可辨識名稱
30f43a37-8653-43fb-bc32-9ded0c010e9a,新北市私立兆元幼兒園,私立,中和區,ChIJOTgTDkwDaDQRRDoKWuspU3w,新北市私立兆元幼兒園,235台灣新北市中和區復興里復興路280巷46弄3號1樓,4.9,12,Google 名稱含可辨識名稱
90ed51b5-00b2-4cc8-ba4a-3d15d0ad1901,新北市私立興南幼兒園,私立,中和區,ChIJRRqRUysDaDQRiNUzr5yCBWw,何嘉仁興南幼兒園,235台灣新北市中和區景本里景新街347號2樓,4.5,46,Google 名稱含可辨識名稱
a4a2f21d-fcaf-4d5c-bde3-149c18f95955,新北市私立民生幼兒園,私立,新莊區,ChIJ3akItGSoQjQR-eRT4z01lKU,新北市私立民生幼兒園,24254台灣新北市新莊區自立里自立街214巷9弄3號1樓,3.2,29,Google 名稱含可辨識名稱
c9db2acc-ec78-4809-b1a6-e4f4483a3e4b,新北市私立汐止名人幼兒園,私立,汐止區,ChIJSaBEbGtTXTQROXzNABLWuQc,新北市私立汐止名人幼兒園,221台灣汐止區大同里大同路二段240號,3.7,15,Google 名稱含可辨識名稱
d6323aea-bb9f-43fd-9065-afda30b807fe,新北市私立及仁幼兒園,私立,鶯歌區,ChIJByZOzsEeaDQR-UiiUbTx7iU,新北市私立及仁幼兒園,239台灣新北市鶯歌區鳳福里鳳吉一街172號,3.5,17,Google 名稱含可辨識名稱
df65b2a1-e05d-420e-aa85-8a752e351c9d,新北市私立皇佳幼兒園,私立,板橋區,,,,,,Google 回傳 1 筆但名稱皆不含「皇佳」
600d045a-d2b3-4e9d-af52-fc8e4f43804f,新北市私立華納幼兒園,私立,三重區,ChIJh5SZMeSoQjQRq4ACnoyMsJs,新北市私立華納托兒所,241台灣新北市三重區光田里新北大道一段115號B1,4.2,44,Google 名稱含可辨識名稱
82171ef0-86b6-4c61-bef8-d6f4079bd78d,新北市私立土城育全幼兒園,私立,土城區,ChIJv-GE5LcCaDQRoI_9pgMpwXw,新北市私立土城育全幼兒園,236台灣新北市土城區埤林里學府路一段98巷32號,3.4,40,Google 名稱含可辨識名稱
9c2ca516-0873-41f6-939b-1d8d50aa9f35,新北市私立心慈幼兒園,私立,新莊區,ChIJ_7wM642nQjQR26G6qfZCddM,私立 心慈幼兒園,242台灣新北市新莊區中正路700之14號,4.2,10,Google 名稱含可辨識名稱
a456fd33-3ab5-4ca5-b729-7a2cca1478de,新北市私立幼禾幼兒園,私立,新店區,ChIJM_7hQx4CaDQRj9XxfXH3OTU,菲力安華(幼禾)幼兒園,231台灣新北市新店區百忍里平等街48巷19號,4.8,25,Google 名稱含可辨識名稱
b5c310cc-71bc-43b1-a86d-54db9d97f62e,新北市私立肯恩土城幼兒園,私立,土城區,ChIJwz6kBAADaDQRExpmBJ99630,肯恩土城幼兒園,236台灣新北市土城區學士里學士路12巷16號,3.6,9,Google 名稱含可辨識名稱
00957c83-0061-4581-a587-97629968f371,新北市私立文德幼兒園,私立,蘆洲區,ChIJVVVVVcqoQjQRyzIx1_aBaj8,文德幼兒園,247台灣新北市蘆洲區水湳里民義街35巷14號1 . 2樓,4,11,Google 名稱含可辨識名稱
015041c0-b0f2-4796-8059-9326dc635995,新北市新莊區豐年國民小學附設幼兒園,公立,新莊區,ChIJTRLBnQyoQjQRyr2fpBBr4vI,新北市新莊區豐年國民小學,242台灣新北市新莊區豐年里瓊泰路116號,,,Google 名稱含可辨識名稱
01c2d147-101d-49e1-8893-0f6e977ac804,新北市私立尼斯堡幼兒園,私立,新店區,ChIJxWxhWBgCaDQRb4mxiieR7L0,新北市私立尼斯堡幼兒園,231台灣新北市新店區中央里中央一街20號,5,1,Google 名稱含可辨識名稱
01eb50e6-fdd8-446b-965b-c8743840996b,新北市樹林區育林國民小學附設幼兒園,公立,樹林區,ChIJ8bQ6FRodaDQRDzFiHN8h3Sk,新北市樹林區育林國民小學,238台灣新北市樹林區東昇里復興路395號,,,Google 名稱含可辨識名稱
0206afa6-30a0-4c84-ab75-7517cd9c17c6,財團法人天主教瑪利亞方濟各傳教女修會附設新北市私立曉明幼兒園,私立,泰山區,,,,,,Google 回傳 1 筆但名稱皆不含「天主教瑪利亞方濟各傳教女修會曉明」
02d6d62d-c603-40fb-9216-e32b0dbc529b,新北市私立雙成幼兒園,私立,板橋區,ChIJ2yanWzioQjQRfhKW_H_LpI4,雙成幼兒園,220台灣新北市板橋區永安里縣民大道三段133巷22號,3.1,9,Google 名稱含可辨識名稱
02f02585-4ed6-4760-8378-aa0d1dc24592,新北市私立嘉維幼兒園,私立,汐止區,ChIJ7RJxWG1TXTQRfSOpmsJlkK4,新北市私立嘉維幼兒園,221台灣汐止區福安里新台五路二段102號,5,1,Google 名稱含可辨識名稱
03270d23-e743-49e7-a553-5374c02f3c2a,新北市立崇林國民中學附設幼兒園,公立,林口區,ChIJSWvLkCanQjQRROFFIhCEiN8,新北市立崇林國民中學,244台灣新北市林口區麗園里文化一路一段20號,,,Google 名稱含可辨識名稱
036a7238-a59b-4510-93c7-2faa94842fa3,新北市私立秀明幼兒園,私立,永和區,ChIJn5otlOOpQjQR19vTizqcN3M,新北市私立秀明幼兒園,234台灣新北市永和區民權里民權路1巷24號,3.3,9,Google 名稱含可辨識名稱
03825d7c-3ee1-4a49-9faf-e5a31f9ea091,新北市立萬里幼兒園,公立,萬里區,ChIJNaUnSkRMXTQRfBjL0mQeAoU,新北市立萬里幼兒園,207台灣新北市万里区万里里瑪鋉路221號2樓,4.4,9,Google 名稱含可辨識名稱
047084ac-b09b-4bbc-b26c-48038f6eb3c2,新北市私立諾亞幼兒園,私立,板橋區,ChIJ4QBz1ASoQjQRO3nnQLMhP2k,板橋諾亞幼兒園,220台灣新北市板橋區建國里建國街1號,4.5,16,Google 名稱含可辨識名稱
047189d5-c1c1-473b-ad95-28a89393f152,新北市私立橡樹園幼兒園,私立,樹林區,ChIJxzURbR8daDQRLOhyD0yY-9E,橡樹園幼兒園,238台灣新北市樹林區彭興里八德街154號,4.2,17,Google 名稱含可辨識名稱
04e11b3c-18be-462a-8051-605d19f099d5,新北市私立童苑幼兒園,私立,板橋區,ChIJ05o-9LMCaDQRWNWcd5BgaiA,私立童苑幼兒園,220台灣新北市板橋區華東里南雅南路二段144巷57號,3.9,33,Google 名稱含可辨識名稱
04e13797-848b-44bf-b8cd-6560b75ea6c2,新北市私立禾力幼兒園,私立,新店區,ChIJ7Y_iWkgCaDQRPP72rZ1RnHc,禾力幼兒園,231台灣新北市新店區公崙里安康路二段142巷14號,5,1,Google 名稱含可辨識名稱
051090ca-0490-409c-9325-c3c6b864fb44,新北市私立維妮爾國際幼兒園,私立,土城區,ChIJUX4XbAADaDQRegyRc6N8x3g,維妮爾國際幼兒園,236台灣新北市土城區莊園街167號,4.7,22,Google 名稱含可辨識名稱
0523237d-55c3-45db-a2c1-2992e24c994e,新北市私立寶貝媽咪資優幼兒園,私立,板橋區,,,,,,Google 回傳 1 筆但名稱皆不含「寶貝媽咪資優」
0565243e-7cbe-4e7b-bbdd-af5681fb3cd6,新北市私立蘆洲北大幼兒園,私立,蘆洲區,ChIJMTBKB8yoQjQRSBgguGZXPTI,新北市私立蘆洲北大幼兒園,247台灣新北市蘆洲區鷺江里三民路86號,4.6,28,Google 名稱含可辨識名稱
057c3fba-aa93-4565-b6a3-538934701761,新北市私立柏克萊幼兒園,私立,樹林區,ChIJ58EP8xwdaDQRBe7r9ohdXAI,柏克萊幼兒園,238台灣新北市樹林區東陽里東陽街59號,4.9,226,Google 名稱含可辨識名稱
05836c61-7743-4587-af34-47fb426d94cd,新北市私立上綸幼兒園,私立,三重區,ChIJnQAMOBmpQjQRrrS5B0pz_oc,新北市私立上綸幼兒園,241台灣新北市三重區忠孝里正義南路105巷13號,5,5,Google 名稱含可辨識名稱
06097a7f-62a8-408a-b006-05b4a54330cf,新北市私立安尼爾幼兒園,私立,三重區,ChIJRdBQ2impQjQRZ7RigsFhL_M,安尼爾幼兒園,241台灣新北市三重區溪美里仁政街111號,4.8,113,Google 名稱含可辨識名稱
00636d3d-0a8e-411c-bef6-eaeb6d4b8153,財團法人新北市私立竹林高級中學附設新北市私立竹林幼兒園,私立,中和區,,,,,,Google 回傳 1 筆但名稱皆不含「竹林高級中學竹林」
00d30196-28bb-4e56-939e-29e2936fb7b9,新北市私立小綠芽幼兒園,私立,新店區,ChIJk_SRpx0CaDQRyElXoLsRPVY,小綠芽幼兒園,"1號, 中正路382巷百和里新店區新北市台灣 231",,,Google 名稱含可辨識名稱
01442eb5-9fc6-4547-bb2c-1b8fceadd759,新北市私立嘉傑幼兒園,私立,林口區,ChIJ-a22WGmnQjQR5ix9q_Sfxkg,新北市私立嘉傑幼兒園,244台灣新北市林口區麗林里文化一路一段23號,,,Google 名稱含可辨識名稱
017b0a72-fa5e-45eb-b115-b846c664659d,新北市私立培揚幼兒園,私立,板橋區,ChIJeWtzWa8CaDQRIDb3QFpeOD0,培揚幼兒園,220台灣新北市板橋區華興里貴興路62號,,,Google 名稱含可辨識名稱
021f761f-1453-478b-acef-67ba962aefc4,新北市私立福樂幼兒園,私立,中和區,ChIJDdvrS3ACaDQRUFkcw44lM6Q,新北市私立福樂幼兒園,235台灣新北市中和區中興里中興街200號,,,Google 名稱含可辨識名稱
0236265a-afaa-4f10-a39b-57875f4e33d3,新北市私立強生幼兒園,私立,五股區,ChIJCwBJ51SvQjQRUUEagm7rkRs,強生幼兒園,248台灣新北市五股區成州里西雲路231號,,,Google 名稱含可辨識名稱
025bf32e-2472-4b0c-8788-35d6f2a8408d,新北市私立小天才幼兒園,私立,新店區,ChIJFaaSjfsBaDQRgagRApOfjtM,新北市私立小天才幼兒園,231台灣新北市新店區寶安里文化路73巷8號,,,Google 名稱含可辨識名稱
02a9b22e-24c1-4697-b811-4e71ca41e32c,新北市私立美樂蒂幼兒園,私立,蘆洲區,ChIJSVyoa8moQjQRKD1JNf2V4qQ,美樂蒂幼兒園,247台灣新北市蘆洲區得勝里中央路97號,,,Google 名稱含可辨識名稱
03175d8f-1bef-4e67-9672-a81ef3d0efa4,新北市私立俏媽咪幼兒園,私立,新店區,ChIJD9zDefcBaDQR8OHR-BbZH4s,俏媽咪幼兒園（炫媽咪-民族分校）,231台灣新北市新店區明德里民族路55號,,,Google 名稱含可辨識名稱
03708867-73a4-4ecf-b4bd-5fc56bb89533,新北市私立幸福幼兒園,私立,板橋區,ChIJ1fhK2xCoQjQR8RS1PWmfqtw,幸福幼兒園,220台灣新北市板橋區幸福里幸福路32巷2弄2號,,,Google 名稱含可辨識名稱
03ab7b24-d3c2-42e9-8529-f11ef9f872dd,新北市私立樂童幼兒園,私立,新店區,ChIJ82FLuvkBaDQRHft7F-wIeGw,樂童幼兒園,231台灣新北市新店區大同里大豐路16巷9號,,,Google 名稱含可辨識名稱
03eb9a65-0d42-449e-89c4-55e132541b72,新北市私立名人幼兒園,私立,樹林區,ChIJZd3F7SEdaDQRDJWihIrfG3E,新北市樹林區私立名人幼兒園,238台灣新北市樹林區彭福里國凱街136巷48號,,,Google 名稱含可辨識名稱
050e21d5-d9ea-459e-8b0d-27d23f33c46e,新北市私立鴻園幼兒園,私立,板橋區,ChIJtR51oyOoQjQR-usFqgXnxXc,鴻園準公共幼兒園,220台灣新北市板橋區東安里長安街331巷77-79號1-2樓,,,Google 名稱含可辨識名稱
05251e4e-d9c7-4d7f-92c4-826600837171,新北市私立凱文幼兒園,私立,蘆洲區,ChIJO6IjcLCoQjQR2zZTkW2cNsI,新北市私立凱文幼兒園(準公共幼兒園),247台灣新北市蘆洲區永德里長安街178號1樓,,,Google 名稱含可辨識名稱
066d09b6-1db4-4fc7-a897-fa95c5ac85a2,新北市私立愛迪生幼兒園,私立,鶯歌區,ChIJ_YX6vEwZaDQRqwcXbIaZ4dM,愛迪生托兒所,239台灣新北市鶯歌區永昌里建國路556號,,,Google 名稱含可辨識名稱
0672f4e2-4339-4c18-819d-a3eb7fe096fd,新北市私立巧可麗幼兒園,私立,永和區,ChIJGQzq4eqpQjQRkzicBqB9hFc,巧可麗國際幼兒園 永和校區,234台灣新北市永和區勵行里竹林路30-1號,,,Google 名稱含可辨識名稱
06e366dd-480f-4c0b-86ba-eb292df929c6,新北市私立新永福幼兒園,私立,三重區,ChIJXYdwwdqoQjQRgfRKVdpNlb4,新北市私立新永福幼兒園,241台灣新北市三重區永福里力行路二段136巷23弄24號,,,Google 名稱含可辨識名稱
06e694a9-1cfb-4e3e-a4ce-15efde3fd78c,新北市私立宏米優質幼兒園,私立,汐止區,ChIJnxjn8Q1TXTQRIsIfxHKIolA,新北市私立宏米優質幼兒園,221台灣新北市汐止區仁德里和平街10、18、20號1樓,,,Google 名稱含可辨識名稱
0730f616-9521-46ec-b831-0d993606fe5f,新北市深坑區深坑國民小學附設幼兒園,公立,深坑區,,,,,,Google 回傳 2 筆但名稱皆不含「深坑區深坑國民小學」
0731e5ee-c386-4de4-9217-5f7409e6cf3b,新北市淡水區水源國民小學附設幼兒園,公立,淡水區,ChIJkcZR3zqwQjQRdzDc6fQEK2o,新北市淡水區水源國民小學,251台灣新北市淡水區水源里北新路二段15號,,,Google 名稱含可辨識名稱
0757c89e-fa4c-4392-a504-1fdcd50b2906,新北市立新店幼兒園雙城分班,公立,新店區,,,,,,Google 回傳 1 筆但名稱皆不含「立新店雙城分班」
07ed3cd3-7d1b-4b62-a7ec-00a03b6cda3c,新北市私立心兒園幼兒園,私立,林口區,ChIJq8SPcSanQjQRZ7YBdnWAuXM,心兒園幼兒園,244台灣新北市林口區麗林里八德路48巷37號,,,Google 名稱含可辨識名稱
07f2384a-52ca-4a43-8b96-71b67e545462,新北市私立漢斯堡國際幼兒園,私立,淡水區,,,,,,Google 回傳 1 筆但名稱皆不含「漢斯堡國際」
0841a89b-e5f0-49b6-8586-cd8ff5065ab3,新北市私立娃娃國幼兒園,私立,三峽區,ChIJg0g-1XQcaDQRyIvNbLV8tms,娃娃國幼兒園,237台灣新北市三峽區龍學里大義路239號號,,,Google 名稱含可辨識名稱
